297,20
-7.4987,0
-7.4987,0.07416
-7.4987,0.14832
-7.4987,0.22248
-7.4987,0.29664
-7.4987,0.3708
-7.4987,0.44496
-7.4987,0.51912
-7.4987,0.59328
-7.4987,0.66744
-7.4987,0.7416
-7.4987,0.81576
-7.4987,0.88992
-7.4987,0.96408
-7.4987,1.03824
-7.4987,1.1124
-7.4987,1.18656
-7.4987,1.26072
-7.4987,1.33488
-7.4987,1.40904
-7.42454,0
-7.42454,0.07416
-7.42454,0.14832
-7.42454,0.22248
-7.42454,0.29664
-7.42454,0.3708
-7.42454,0.44496
-7.42454,0.51912
-7.42454,0.59328
-7.42454,0.66744
-7.42454,0.7416
-7.42454,0.81576
-7.42454,0.88992
-7.42454,0.96408
-7.42454,1.03824
-7.42454,1.1124
-7.42454,1.18656
-7.42454,1.26072
-7.42454,1.33488
-7.42454,1.40904
-7.35038,0
-7.35038,0.07416
-7.35038,0.14832
-7.35038,0.22248
-7.35038,0.29664
-7.35038,0.3708
-7.35038,0.44496
-7.35038,0.51912
-7.35038,0.59328
-7.35038,0.66744
-7.35038,0.7416
-7.35038,0.81576
-7.35038,0.88992
-7.35038,0.96408
-7.35038,1.03824
-7.35038,1.1124
-7.35038,1.18656
-7.35038,1.26072
-7.35038,1.33488
-7.35038,1.40904
-7.27622,0
-7.27622,0.07416
-7.27622,0.14832
-7.27622,0.22248
-7.27622,0.29664
-7.27622,0.3708
-7.27622,0.44496
-7.27622,0.51912
-7.27622,0.59328
-7.27622,0.66744
-7.27622,0.7416
-7.27622,0.81576
-7.27622,0.88992
-7.27622,0.96408
-7.27622,1.03824
-7.27622,1.1124
-7.27622,1.18656
-7.27622,1.26072
-7.27622,1.33488
-7.27622,1.40904
-7.20206,0
-7.20206,0.07416
-7.20206,0.14832
-7.20206,0.22248
-7.20206,0.29664
-7.20206,0.3708
-7.20206,0.44496
-7.20206,0.51912
-7.20206,0.59328
-7.20206,0.66744
-7.20206,0.7416
-7.20206,0.81576
-7.20206,0.88992
-7.20206,0.96408
-7.20206,1.03824
-7.20206,1.1124
-7.20206,1.18656
-7.20206,1.26072
-7.20206,1.33488
-7.20206,1.40904
-7.1279,0
-7.1279,0.07416
-7.1279,0.14832
-7.1279,0.22248
-7.1279,0.29664
-7.1279,0.3708
-7.1279,0.44496
-7.1279,0.51912
-7.1279,0.59328
-7.1279,0.66744
-7.1279,0.7416
-7.1279,0.81576
-7.1279,0.88992
-7.1279,0.96408
-7.1279,1.03824
-7.1279,1.1124
-7.1279,1.18656
-7.1279,1.26072
-7.1279,1.33488
-7.1279,1.40904
-7.05374,0
-7.05374,0.07416
-7.05374,0.14832
-7.05374,0.22248
-7.05374,0.29664
-7.05374,0.3708
-7.05374,0.44496
-7.05374,0.51912
-7.05374,0.59328
-7.05374,0.66744
-7.05374,0.7416
-7.05374,0.81576
-7.05374,0.88992
-7.05374,0.96408
-7.05374,1.03824
-7.05374,1.1124
-7.05374,1.18656
-7.05374,1.26072
-7.05374,1.33488
-7.05374,1.40904
-6.97958,0
-6.97958,0.07416
-6.97958,0.14832
-6.97958,0.22248
-6.97958,0.29664
-6.97958,0.3708
-6.97958,0.44496
-6.97958,0.51912
-6.97958,0.59328
-6.97958,0.66744
-6.97958,0.7416
-6.97958,0.81576
-6.97958,0.88992
-6.97958,0.96408
-6.97958,1.03824
-6.97958,1.1124
-6.97958,1.18656
-6.97958,1.26072
-6.97958,1.33488
-6.97958,1.40904
-6.90542,0
-6.90542,0.07416
-6.90542,0.14832
-6.90542,0.22248
-6.90542,0.29664
-6.90542,0.3708
-6.90542,0.44496
-6.90542,0.51912
-6.90542,0.59328
-6.90542,0.66744
-6.90542,0.7416
-6.90542,0.81576
-6.90542,0.88992
-6.90542,0.96408
-6.90542,1.03824
-6.90542,1.1124
-6.90542,1.18656
-6.90542,1.26072
-6.90542,1.33488
-6.90542,1.40904
-6.83126,0
-6.83126,0.07416
-6.83126,0.14832
-6.83126,0.22248
-6.83126,0.29664
-6.83126,0.3708
-6.83126,0.44496
-6.83126,0.51912
-6.83126,0.59328
-6.83126,0.66744
-6.83126,0.7416
-6.83126,0.81576
-6.83126,0.88992
-6.83126,0.96408
-6.83126,1.03824
-6.83126,1.1124
-6.83126,1.18656
-6.83126,1.26072
-6.83126,1.33488
-6.83126,1.40904
-6.7571,0
-6.7571,0.07416
-6.7571,0.14832
-6.7571,0.22248
-6.7571,0.29664
-6.7571,0.3708
-6.7571,0.44496
-6.7571,0.51912
-6.7571,0.59328
-6.7571,0.66744
-6.7571,0.7416
-6.7571,0.81576
-6.7571,0.88992
-6.7571,0.96408
-6.7571,1.03824
-6.7571,1.1124
-6.7571,1.18656
-6.7571,1.26072
-6.7571,1.33488
-6.7571,1.40904
-6.68294,0
-6.68294,0.07416
-6.68294,0.14832
-6.68294,0.22248
-6.68294,0.29664
-6.68294,0.3708
-6.68294,0.44496
-6.68294,0.51912
-6.68294,0.59328
-6.68294,0.66744
-6.68294,0.7416
-6.68294,0.81576
-6.68294,0.88992
-6.68294,0.96408
-6.68294,1.03824
-6.68294,1.1124
-6.68294,1.18656
-6.68294,1.26072
-6.68294,1.33488
-6.68294,1.40904
-6.60878,0
-6.60878,0.07416
-6.60878,0.14832
-6.60878,0.22248
-6.60878,0.29664
-6.60878,0.3708
-6.60878,0.44496
-6.60878,0.51912
-6.60878,0.59328
-6.60878,0.66744
-6.60878,0.7416
-6.60878,0.81576
-6.60878,0.88992
-6.60878,0.96408
-6.60878,1.03824
-6.60878,1.1124
-6.60878,1.18656
-6.60878,1.26072
-6.60878,1.33488
-6.60878,1.40904
-6.53462,0
-6.53462,0.07416
-6.53462,0.14832
-6.53462,0.22248
-6.53462,0.29664
-6.53462,0.3708
-6.53462,0.44496
-6.53462,0.51912
-6.53462,0.59328
-6.53462,0.66744
-6.53462,0.7416
-6.53462,0.81576
-6.53462,0.88992
-6.53462,0.96408
-6.53462,1.03824
-6.53462,1.1124
-6.53462,1.18656
-6.53462,1.26072
-6.53462,1.33488
-6.53462,1.40904
-6.46046,0
-6.46046,0.07416
-6.46046,0.14832
-6.46046,0.22248
-6.46046,0.29664
-6.46046,0.3708
-6.46046,0.44496
-6.46046,0.51912
-6.46046,0.59328
-6.46046,0.66744
-6.46046,0.7416
-6.46046,0.81576
-6.46046,0.88992
-6.46046,0.96408
-6.46046,1.03824
-6.46046,1.1124
-6.46046,1.18656
-6.46046,1.26072
-6.46046,1.33488
-6.46046,1.40904
-6.3863,0
-6.3863,0.07416
-6.3863,0.14832
-6.3863,0.22248
-6.3863,0.29664
-6.3863,0.3708
-6.3863,0.44496
-6.3863,0.51912
-6.3863,0.59328
-6.3863,0.66744
-6.3863,0.7416
-6.3863,0.81576
-6.3863,0.88992
-6.3863,0.96408
-6.3863,1.03824
-6.3863,1.1124
-6.3863,1.18656
-6.3863,1.26072
-6.3863,1.33488
-6.3863,1.40904
-6.31214,0
-6.31214,0.07416
-6.31214,0.14832
-6.31214,0.22248
-6.31214,0.29664
-6.31214,0.3708
-6.31214,0.44496
-6.31214,0.51912
-6.31214,0.59328
-6.31214,0.66744
-6.31214,0.7416
-6.31214,0.81576
-6.31214,0.88992
-6.31214,0.96408
-6.31214,1.03824
-6.31214,1.1124
-6.31214,1.18656
-6.31214,1.26072
-6.31214,1.33488
-6.31214,1.40904
-6.23798,0
-6.23798,0.07416
-6.23798,0.14832
-6.23798,0.22248
-6.23798,0.29664
-6.23798,0.3708
-6.23798,0.44496
-6.23798,0.51912
-6.23798,0.59328
-6.23798,0.66744
-6.23798,0.7416
-6.23798,0.81576
-6.23798,0.88992
-6.23798,0.96408
-6.23798,1.03824
-6.23798,1.1124
-6.23798,1.18656
-6.23798,1.26072
-6.23798,1.33488
-6.23798,1.40904
-6.16382,0
-6.16382,0.07416
-6.16382,0.14832
-6.16382,0.22248
-6.16382,0.29664
-6.16382,0.3708
-6.16382,0.44496
-6.16382,0.51912
-6.16382,0.59328
-6.16382,0.66744
-6.16382,0.7416
-6.16382,0.81576
-6.16382,0.88992
-6.16382,0.96408
-6.16382,1.03824
-6.16382,1.1124
-6.16382,1.18656
-6.16382,1.26072
-6.16382,1.33488
-6.16382,1.40904
-6.08966,0
-6.08966,0.07416
-6.08966,0.14832
-6.08966,0.22248
-6.08966,0.29664
-6.08966,0.3708
-6.08966,0.44496
-6.08966,0.51912
-6.08966,0.59328
-6.08966,0.66744
