1.23,1019.67,-0.00131413,0,1.91138e+07
1.23,1019.67,-0.00347727,0,1.91138e+07
1.23,1019.67,-0.00571576,0,1.91139e+07
1.23,1019.67,-0.00671942,0,1.91139e+07
1.23,1019.67,-0.00792142,0,1.91139e+07
1.23,1019.67,-0.00733247,0,1.9114e+07
1.23,1019.67,-0.00691891,0,1.9114e+07
1.23,1019.67,-0.00550322,0,1.91141e+07
1.23,1019.67,-0.0030024,0,1.91141e+07
1.23,1019.67,-0.00184023,0,1.91141e+07
1.22999,1019.68,-0.00220834,-5.16947e-32,1.91138e+07
1.22999,1019.68,-0.00586,-9.50315e-26,1.91138e+07
1.22999,1019.68,-0.00959294,-5.31374e-20,1.91138e+07
1.23,1019.67,-0.0113357,-9.66042e-15,1.91139e+07
1.23,1019.67,-0.0132559,0,1.91139e+07
1.23,1019.67,-0.0123764,0,1.9114e+07
1.23,1019.67,-0.0115765,0,1.9114e+07
1.23001,1019.66,-0.00922266,0,1.91141e+07
1.23001,1019.66,-0.00511641,0,1.91141e+07
1.23001,1019.66,-0.00295542,0,1.91142e+07
1.22999,1019.7,-0.00343343,-1.21232e-27,1.91137e+07
1.22999,1019.69,-0.00901733,-7.45416e-22,1.91138e+07
1.22999,1019.69,-0.0148136,-1.06882e-16,1.91138e+07
1.23,1019.68,-0.0174638,-2.34013e-14,1.91139e+07
1.23,1019.68,-0.0204012,-7.01774e-44,1.91139e+07
1.23,1019.66,-0.0190784,-4.24959e-38,1.91141e+07
1.23,1019.66,-0.0177572,-1.84032e-32,1.9114e+07
1.23001,1019.64,-0.0141962,-6.77986e-27,1.91142e+07
1.23001,1019.65,-0.00785696,-2.16092e-21,1.91141e+07
1.23001,1019.64,-0.00450666,-5.50955e-16,1.91142e+07
1.22999,1019.71,-0.00531635,-2.17993e-26,1.91137e+07
1.22999,1019.7,-0.0137661,-7.94261e-21,1.91137e+07
1.22999,1019.7,-0.0227734,-6.9055e-16,1.91138e+07
1.23,1019.68,-0.0267732,-2.69065e-14,1.91139e+07
1.23,1019.68,-0.0313497,-2.7232e-16,1.91139e+07
1.23001,1019.65,-0.0293646,3.33809e-14,1.91141e+07
1.23,1019.66,-0.0272597,-3.55124e-31,1.91141e+07
1.23002,1019.63,-0.0219012,-8.01456e-26,1.91143e+07
1.23001,1019.64,-0.012054,-1.59531e-20,1.91142e+07
1.23002,1019.62,-0.00694817,-2.60475e-15,1.91143e+07
1.22998,1019.72,-0.00799883,-1.82356e-25,1.91137e+07
1.22999,1019.71,-0.0203629,-4.04749e-20,1.91137e+07
1.22999,1019.71,-0.0340318,-2.19006e-15,1.91137e+07
1.23,1019.68,-0.0399286,-1.95238e-14,1.91139e+07
1.23,1019.68,-0.0470118,-1.56722e-15,1.91139e+07
1.23001,1019.64,-0.0441661,1.24587e-14,1.91142e+07
1.23001,1019.65,-0.0409975,-3.18206e-30,1.91141e+07
1.23002,1019.6,-0.0331549,-4.47676e-25,1.91144e+07
1.23002,1019.62,-0.0181399,-5.65561e-20,1.91143e+07
1.23002,1019.6,-0.0105674,-5.9952e-15,1.91144e+07
1.22999,1019.72,-0.0114539,-9.16815e-25,1.91137e+07
1.22999,1019.71,-0.0285269,-1.29467e-19,1.91138e+07
1.22999,1019.71,-0.0483639,-4.54066e-15,1.91138e+07
1.23,1019.67,-0.0566289,-1.00267e-14,1.9114e+07
1.23,1019.68,-0.0672834,-4.50506e-15,1.91139e+07
1.23002,1019.62,-0.0634579,1.54998e-15,1.91143e+07
1.23001,1019.64,-0.0590567,-1.68019e-29,1.91141e+07
1.23003,1019.58,-0.048166,-1.52536e-24,1.91146e+07
1.23002,1019.6,-0.0261563,-1.26362e-19,1.91144e+07
1.23003,1019.57,-0.0155347,-8.95051e-15,1.91146e+07
1.23,1019.71,-0.0153927,-2.92969e-24,1.91139e+07
1.23,1019.69,-0.0371723,-2.79654e-19,1.9114e+07
1.23,1019.7,-0.0643152,-6.72821e-15,1.91139e+07
1.23001,1019.65,-0.0750325,-4.49288e-15,1.91142e+07
1.23,1019.67,-0.0903684,2.35883e-15,1.9114e+07
1.23003,1019.59,-0.0855708,-3.97994e-15,1.91145e+07
1.23001,1019.63,-0.0800616,9.84955e-19,1.91142e+07
1.23004,1019.54,-0.0660205,2.08843e-14,1.91148e+07
1.23002,1019.58,-0.0354367,-5.00511e-15,1.91144e+07
1.23004,1019.54,-0.0217791,-9.83836e-15,1.91147e+07
1.23002,1019.66,-0.0191481,6.04446e-15,1.91144e+07
1.23002,1019.65,-0.0440826,-3.9798e-19,1.91145e+07
1.23001,1019.66,-0.078625,-7.1439e-15,1.91143e+07
1.23003,1019.61,-0.0909809,-4.02016e-15,1.91147e+07
1.23001,1019.65,-0.111814,-2.88477e-15,1.91142e+07
1.23005,1019.55,-0.106162,-1.05659e-14,1.91149e+07
1.23001,1019.62,-0.100185,8.8617e-19,1.91142e+07
1.23005,1019.5,-0.0838491,1.8185e-14,1.9115e+07
1.23003,1019.57,-0.0440799,-1.50997e-14,1.91144e+07
1.23004,1019.51,-0.0287782,-8.86852e-15,1.91148e+07
1.23006,1019.58,-0.0215933,1.72867e-14,1.91153e+07
1.23007,1019.56,-0.0457008,-2.64031e-14,1.91154e+07
1.23005,1019.59,-0.0857934,-4.84727e-15,1.9115e+07
1.23007,1019.53,-0.0973604,-6.67024e-15,1.91154e+07
1.23003,1019.6,-0.123629,-1.93534e-14,1.91146e+07
1.23007,1019.49,-0.117193,-1.31454e-14,1.91153e+07
1.23002,1019.6,-0.112106,-3.59622e-15,1.91143e+07
1.23006,1019.46,-0.0958993,6.7848e-15,1.91151e+07
1.23002,1019.56,-0.0483441,-2.23391e-14,1.91143e+07
1.23004,1019.5,-0.0353126,-1.34152e-14,1.91148e+07
1.23013,1019.43,-0.0211552,2.40186e-14,1.91167e+07
1.23014,1019.41,-0.0372145,-1.64237e-14,1.91168e+07
1.2301,1019.47,-0.0781012,-6.01129e-16,1.91161e+07
1.23012,1019.41,-0.0840273,-1.85187e-14,1.91165e+07
1.23006,1019.53,-0.114009,-2.92389e-14,1.91152e+07
1.2301,1019.41,-0.106459,-1.03587e-14,1.9116e+07
1.23002,1019.58,-0.104412,-9.6911e-15,1.91144e+07
1.23007,1019.42,-0.0929111,2.13446e-14,1.91153e+07
1.23001,1019.57,-0.0422133,-2.17563e-14,1.91141e+07
1.23004,1019.49,-0.0392755,-2.03658e-14,1.91146e+07
1.23023,1019.22,-0.0159704,2.16798e-14,1.91186e+07
1.23023,1019.21,-0.0130844,-4.08529e-15,1.91187e+07
1.23018,1019.3,-0.0463845,3.58126e-15,1.91177e+07
1.2302,1019.24,-0.0387603,-2.58224e-14,1.9118e+07
1.23011,1019.43,-0.0682832,-2.59966e-14,1.91161e+07
1.23015,1019.3,-0.0583832,3.17387e-14,1.91168e+07
1.23003,1019.56,-0.0621649,-1.19355e-14,1.91146e+07
1.23008,1019.38,-0.0624188,2.92173e-15,1.91155e+07
1.23,1019.59,-0.0175463,-1.61119e-14,1.91138e+07
1.23002,1019.5,-0.0376949,-2.1819e-14,1.91143e+07
1.23035,1018.95,-0.00420344,1.45602e-14,1.9121e+07
1.23036,1018.94,0.0319207,-5.07119e-16,1.91211e+07
1.23029,1019.07,0.01826,5.9616e-15,1.91197e+07
1.2303,1019.02,0.0504205,-2.09954e-14,1.91199e+07
1.23017,1019.29,0.0283613,-1.4387e-14,1.91174e+07
1.2302,1019.17,0.0432089,6.88352e-15,1.9118e+07
1.23005,1019.52,0.0305577,-7.90615e-15,1.91149e+07
1.23009,1019.34,0.00927209,-9.51246e-15,1.91157e+07
1.22998,1019.62,0.0346665,-4.44876e-14,1.91135e+07
1.23,1019.52,-0.0271647,-5.11739e-14,1.91139e+07
1.23049,1018.63,0.0154894,8.51283e-15,1.91238e+07
1.2305,1018.63,0.101253,-3.04953e-17,1.91238e+07
1.23041,1018.8,0.121903,6.13488e-15,1.91221e+07
1.23042,1018.77,0.191566,-1.17783e-14,1.91222e+07
1.23025,1019.11,0.186241,-1.29928e-15,1.91189e+07
1.23028,1019,0.209969,-2.32099e-16,1.91194e+07
1.23008,1019.46,0.185649,-9.26885e-16,1.91155e+07
1.23012,1019.28,0.132873,-2.63457e-14,1.91162e+07
1.22997,1019.64,0.121504,-4.23659e-14,1.91133e+07
1.22999,1019.53,-0.0048505,-3.53174e-14,1.91138e+07
1.23063,1018.31,0.0434022,1.05052e-14,1.91264e+07
1.23064,1018.31,0.194874,3.64869e-19,1.91264e+07
1.23053,1018.53,0.264703,4.91037e-15,1.91244e+07
1.23054,1018.5,0.384265,-5.13876e-15,1.91245e+07
1.23034,1018.92,0.405187,8.98684e-15,1.91206e+07
1.23037,1018.81,0.44204,-2.15099e-16,1.91211e+07
1.23013,1019.36,0.403769,-6.75327e-15,1.91164e+07
1.23017,1019.17,0.309767,-4.14256e-14,1.91172e+07
