0,0.124241,2.10567e+06,301219,1.47067e-27,3.67205e+13,2.42092e-322
10,0.00995481,160295,38737.9,4.64612e-27,3.05393e+12,2.42092e-322
20,0.00441213,62126.4,23518.3,5.35652e-27,1.3892e+12,2.42092e-322
30,0.0025473,31540.2,17525.6,6.93372e-27,8.0537e+11,2.42092e-322
40,0.00173088,18432.8,14061.5,5.82784e-27,5.44714e+11,2.42092e-322
50,0.00134081,12106.1,11386.6,4.6905e-27,4.17969e+11,2.42092e-322
60,0.00138512,9632.47,7498.64,6.40432e-27,4.21648e+11,2.42092e-322
70,0.00153108,8129.38,4285.12,5.57592e-27,4.57296e+11,2.42092e-322
80,0.00118149,5509.87,4734.84,5.6978e-27,3.51568e+11,2.42092e-322
90,0.000842167,3992.44,5310.43,4.22607e-27,2.51834e+11,2.42092e-322
100,0.000652179,3319.03,5351.2,6.21352e-27,1.96698e+11,2.42092e-322
110,0.000517611,2888.24,5230.63,4.87574e-27,1.57526e+11,2.42092e-322
120,0.000460159,2713.8,4698.4,5.69989e-27,1.4011e+11,2.42092e-322
130,0.000507752,2749.79,3586.77,8.2528e-27,1.5207e+11,2.42092e-322
140,0.000570228,2597.06,2560.55,7.09268e-27,1.67816e+11,2.42092e-322
150,0.000531318,2072.36,2310.91,5.72107e-27,1.55005e+11,2.42092e-322
160,0.000436478,1564.37,2465.7,6.23302e-27,1.27021e+11,2.42092e-322
170,0.000361292,1273.41,2560.38,6.78153e-27,1.05127e+11,2.42092e-322
180,0.00031869,1138.25,2510.26,5.02833e-27,9.26731e+10,2.42092e-322
190,0.000311255,1136.11,2273.7,7.74214e-27,9.01633e+10,2.42092e-322
200,0.000334183,1215.97,1877.28,7.80811e-27,9.60243e+10,2.42092e-322
210,0.000350922,1213.77,1549.75,8.57315e-27,9.98691e+10,2.42092e-322
220,0.000325214,1036.63,1496.94,5.27933e-27,9.17125e+10,2.42092e-322
230,0.000270151,804.516,1621.11,5.54956e-27,7.56168e+10,2.42092e-322
240,0.000221838,651.731,1709.43,7.39748e-27,6.18779e+10,2.42092e-322
250,0.000195948,591.894,1677.82,6.95664e-27,5.47439e+10,2.42092e-322
260,0.000191197,595.403,1532.02,5.60122e-27,5.35977e+10,2.42092e-322
270,0.000202493,632.543,1297.88,7.36917e-27,5.67907e+10,2.42092e-322
