1.17534,2562.12,-0.957759,-0.00794258,5.19715e+06
1.19645,2584.28,-6.65576,-0.00080266,5.25038e+06
1.21935,2616.68,-14.5209,0.00047887,5.33031e+06
1.24323,2653.12,-23.5289,-0.000319361,5.42146e+06
1.26649,2688.88,-32.9299,4.69493e-05,5.51251e+06
1.28774,2720.96,-42.1493,1.43008e-05,5.59556e+06
1.30684,2749.54,-51.2832,-1.48661e-05,5.6704e+06
1.32389,2774.81,-60.3749,-1.75671e-07,5.73718e+06
1.33902,2797.18,-69.4892,2.68528e-05,5.79662e+06
1.35239,2816.89,-78.6186,9.03879e-05,5.84929e+06
1.36415,2834.17,-87.7501,0.000136852,5.89575e+06
1.37451,2849.31,-96.9145,8.10242e-05,5.93676e+06
1.38372,2862.67,-106.123,-4.47738e-05,5.97323e+06
1.39206,2874.76,-115.368,-0.000184684,6.00642e+06
1.39978,2885.94,-124.577,5.79615e-05,6.03731e+06
1.40685,2896.11,-133.732,-6.31679e-05,6.0656e+06
1.41314,2905.09,-142.88,-1.309e-05,6.09081e+06
1.41869,2912.9,-152.045,4.45533e-05,6.11304e+06
1.42357,2919.66,-161.23,3.54766e-05,6.13256e+06
1.42786,2925.51,-170.429,-3.24738e-06,6.14975e+06
1.43167,2930.6,-179.634,-2.40532e-05,6.16497e+06
1.43506,2935.04,-188.839,-1.82753e-05,6.17853e+06
1.43807,2938.9,-198.041,2.31579e-06,6.1906e+06
1.44075,2942.23,-207.241,1.51347e-05,6.20134e+06
1.44313,2945.08,-216.44,1.80041e-05,6.21086e+06
1.44524,2947.51,-225.641,1.36196e-05,6.21932e+06
1.44712,2949.56,-234.844,1.09305e-05,6.22684e+06
1.44879,2951.29,-244.048,7.47755e-06,6.23355e+06
1.45029,2952.73,-253.257,1.34987e-05,6.23958e+06
1.45165,2953.93,-262.474,7.67105e-05,6.24502e+06
1.45288,2954.92,-271.704,0.000184501,6.24999e+06
1.45401,2955.73,-280.964,0.000132606,6.25455e+06
1.45506,2956.36,-290.277,0.000192218,6.25872e+06
1.45611,2956.96,-299.629,-5.46116e-05,6.2629e+06
1.45734,2957.79,-308.991,-0.000227185,6.26779e+06
1.45889,2959.06,-318.382,-0.000256724,6.27399e+06
1.46088,2960.95,-327.841,-0.000182876,6.28194e+06
1.4634,2963.57,-337.395,-5.8831e-05,6.29203e+06
1.46654,2967.05,-347.07,-6.11782e-06,6.30455e+06
1.47036,2971.45,-356.886,2.67169e-05,6.31975e+06
1.47491,2976.87,-366.861,0.00014206,6.33782e+06
1.48023,2983.31,-377.01,0.000358537,6.35884e+06
1.48628,2990.7,-387.347,0.000454829,6.38273e+06
1.49298,2998.9,-397.891,6.85309e-06,6.40919e+06
1.50022,3007.74,-408.689,-0.000986326,6.43778e+06
1.50784,3016.92,-419.792,-0.000830864,6.4678e+06
1.51545,3025.96,-430.945,0.00174207,6.49769e+06
1.52261,3034.11,-441.861,7.22034e-05,6.52538e+06
1.5291,3041.15,-452.573,-0.0001919,6.5502e+06
1.5347,3046.76,-463.066,8.37147e-05,6.57127e+06
1.53924,3050.79,-473.317,0.000142351,6.58808e+06
1.54263,3053.27,-483.337,-0.000454595,6.60051e+06
1.54487,3054.39,-493.2,-0.00120862,6.60884e+06
1.54606,3054.13,-502.979,-0.0034735,6.61316e+06
1.54641,3052.76,-512.648,0.0017895,6.61422e+06
1.5464,3051.1,-521.589,-0.0111183,6.61402e+06
1.5464,3049.82,-528.126,-0.00631684,6.61373e+06
1.54639,3049.22,-530.646,0.0558676,6.6134e+06
1.16763,2537.63,-1.11059,-0.00450826,5.18346e+06
1.18583,2551.15,-5.8202,-0.00141475,5.21286e+06
1.20923,2577.8,-12.8523,0.000721795,5.27334e+06
1.23439,2611.27,-21.958,0.000380465,5.3523e+06
1.25831,2644.32,-32.072,5.66877e-06,5.43592e+06
1.27983,2674.06,-42.184,-1.78925e-05,5.51442e+06
1.29875,2699.86,-51.7249,-8.32825e-05,5.58433e+06
1.31553,2722.54,-60.9381,4.18299e-06,5.64663e+06
1.33068,2743.45,-69.9703,8.70112e-05,5.7033e+06
1.3441,2762.22,-78.9058,0.00014173,5.75417e+06
1.35593,2778.91,-87.7989,0.000144678,5.79956e+06
1.36638,2793.76,-96.6682,-4.54e-05,5.84008e+06
1.37568,2807.06,-105.644,-2.18718e-05,5.87648e+06
1.38408,2819.15,-114.668,-5.38958e-05,5.90963e+06
