0,0,0.00125956,7.97376,6.59942e-17,0,2706.89
10,1.5e-06,0.00106231,1.68105,0.0800217,0.000686512,676.195
20,3e-06,0.000638508,1.04666,0.0458922,0.000784049,528.192
30,4.5e-06,0.000525245,0.80876,0.0377737,0.000597977,425.157
40,6e-06,0.000465548,0.664802,0.0344773,0.000544152,356.057
50,7.5e-06,0.000413358,0.564777,0.0315271,0.00055163,305.485
60,9e-06,0.000361817,0.480492,0.0286383,0.000430226,265.031
70,1.05e-05,0.000302921,0.418754,0.0257463,0.000464887,234.197
80,1.2e-05,0.000274704,0.377123,0.0231447,0.00045344,214.131
90,1.35e-05,0.000258125,0.35,0.021362,0.000299085,199.209
100,1.5e-05,0.000244574,0.327015,0.0201616,0.000112518,186.432
110,1.65e-05,0.000232203,0.306504,0.0187559,0.000112953,174.83
120,1.8e-05,0.000221829,0.288692,0.0175516,0.000122341,163.642
130,1.95e-05,0.00021823,0.273324,0.0167292,0.000107936,154.297
140,2.1e-05,0.000216513,0.260405,0.0160288,9.95581e-05,146.978
150,2.25e-05,0.000212039,0.248717,0.0153952,7.74908e-05,140.683
160,2.4e-05,0.000204586,0.237702,0.0148643,7.45353e-05,134.888
170,2.55e-05,0.000196922,0.228493,0.0144639,9.07433e-05,130.139
180,2.7e-05,0.00019005,0.220307,0.0140735,9.55032e-05,126.126
190,2.85e-05,0.000183682,0.212672,0.0136579,9.55346e-05,122.424
200,3e-05,0.00017911,0.205791,0.013242,0.000101755,119.03
210,3.15e-05,0.000175315,0.199447,0.0128771,9.27425e-05,115.938
220,3.3e-05,0.000171882,0.193515,0.0125628,9.38614e-05,112.931
230,3.45e-05,0.000167704,0.186845,0.0122816,7.82984e-05,109.794
240,3.6e-05,0.000163421,0.180746,0.012026,7.03676e-05,106.787
250,3.75e-05,0.000158781,0.175151,0.0117807,6.64297e-05,104.014
260,3.9e-05,0.000154182,0.170027,0.0115442,6.20795e-05,101.418
270,4.05e-05,0.000150262,0.165312,0.0113507,5.67026e-05,98.9843
280,4.2e-05,0.000146754,0.160926,0.0111579,5.28464e-05,96.6793
290,4.35e-05,0.000143299,0.156812,0.010953,4.90064e-05,94.4929
300,4.5e-05,0.000138821,0.152642,0.0107583,5.84438e-05,92.3658
310,4.65e-05,0.000135684,0.148524,0.0105631,6.16112e-05,90.2435
320,4.8e-05,0.00013295,0.144739,0.0103913,6.86225e-05,88.3889
330,4.95e-05,0.000130038,0.141257,0.0102287,5.68334e-05,86.551
340,5.1e-05,0.000127147,0.138012,0.0100798,5.91678e-05,84.791
350,5.25e-05,0.000124476,0.134985,0.00993608,6.13278e-05,83.1761
360,5.4e-05,0.00012201,0.132151,0.00980512,6.48571e-05,81.6821
370,5.55e-05,0.000119752,0.129515,0.00970112,6.51221e-05,80.3002
380,5.7e-05,0.000117013,0.126978,0.00958996,6.67389e-05,78.9621
390,5.85e-05,0.000114647,0.124581,0.0094947,6.31154e-05,77.6974
400,6e-05,0.000112373,0.122303,0.00938673,6.24389e-05,76.5011
410,6.15e-05,0.00011032,0.120136,0.00933321,5.23184e-05,75.3663
420,6.3e-05,0.000108431,0.118094,0.00927343,5.14793e-05,74.2963
430,6.45e-05,0.000106875,0.11651,0.00920704,4.88139e-05,73.3583
440,6.6e-05,0.000105748,0.115033,0.00914614,4.38196e-05,72.4763
450,6.75e-05,0.000104748,0.113576,0.00908651,3.91062e-05,71.6347
460,6.9e-05,0.000104063,0.112171,0.0090446,4.20504e-05,70.8346
470,7.05e-05,0.0001037,0.110831,0.00896178,3.59946e-05,70.065
480,7.2e-05,0.000103454,0.109531,0.0088779,3.40038e-05,69.3466
490,7.35e-05,0.000103329,0.108287,0.00879207,3.40617e-05,68.6719
500,7.5e-05,0.000103262,0.10704,0.00871052,3.36639e-05,67.9694
510,7.65e-05,0.000103155,0.105836,0.00863464,3.79529e-05,67.3217
520,7.8e-05,0.00010263,0.104676,0.00856432,4.19731e-05,66.734
530,7.95e-05,0.000101983,0.103536,0.0084877,4.30132e-05,66.1576
540,8.1e-05,0.000100956,0.102422,0.00840887,4.40164e-05,65.6137
550,8.25e-05,9.99893e-05,0.101352,0.00833438,3.97882e-05,65.081
560,8.4e-05,9.91723e-05,0.100326,0.00826563,3.99968e-05,64.5577
570,8.55e-05,9.83649e-05,0.0993314,0.00820498,3.76707e-05,64.0506
580,8.7e-05,9.75736e-05,0.0983708,0.0081527,3.66936e-05,63.5508
590,8.85e-05,9.68318e-05,0.0974393,0.00810929,3.80272e-05,63.0573
600,9e-05,9.61288e-05,0.0965355,0.00806921,3.82512e-05,62.58
610,9.15e-05,9.54064e-05,0.095656,0.00802783,3.79802e-05,62.1187
620,9.3e-05,9.47212e-05,0.094807,0.00798598,3.07376e-05,61.6592
630,9.45e-05,9.40825e-05,0.0939766,0.00794632,3.10873e-05,61.2087
640,9.6e-05,9.36104e-05,0.0931778,0.00790355,3.03629e-05,60.7651
650,9.75e-05,9.32333e-05,0.09241,0.00786286,2.76903e-05,60.3277
660,9.9e-05,9.28448e-05,0.0916548,0.00781399,3.09566e-05,59.8284
670,0.0001005,9.24795e-05,0.0909121,0.0077629,3.08982e-05,59.3349
680,0.000102,9.21062e-05,0.0901844,0.00771562,3.11827e-05,58.8733
690,0.0001035,9.1714e-05,0.0894672,0.00766826,3.21137e-05,58.4275
700,0.000105,9.12962e-05,0.0887618,0.00762073,2.99495e-05,57.9974
710,0.0001065,9.0927e-05,0.0880779,0.0075761,2.85672e-05,57.5849
720,0.000108,9.05121e-05,0.0872556,0.00753645,2.89096e-05,57.1274
730,0.0001095,9.02186e-05,0.0864582,0.00749909,3.20868e-05,56.6955
740,0.000111,8.97674e-05,0.0857161,0.00746439,3.52232e-05,56.3056
750,0.0001125,8.9247e-05,0.0849983,0.00742444,3.59862e-05,55.9336
760,0.000114,8.87336e-05,0.0843396,0.00738284,3.96289e-05,55.5861
770,0.0001155,8.82614e-05,0.0837086,0.00734251,3.89968e-05,55.2449
780,0.000117,8.77979e-05,0.0830968,0.00729644,4.08517e-05,54.923
790,0.0001185,8.71433e-05,0.0824766,0.00725241,4.23237e-05,54.6121
800,0.00012,8.64501e-05,0.0818582,0.00721027,4.15699e-05,54.3043
810,0.0001215,8.57469e-05,0.0812492,0.0071707,3.43931e-05,54.0015
820,0.000123,8.50766e-05,0.0806465,0.00713783,3.30133e-05,53.6994
830,0.0001245,8.44413e-05,0.0800535,0.00710976,2.9936e-05,53.4005
840,0.000126,8.37795e-05,0.0794754,0.00708807,2.86762e-05,53.1082
850,0.0001275,8.32737e-05,0.078923,0.00708007,3.11085e-05,52.8316
860,0.000129,8.28664e-05,0.078377,0.00707171,2.97314e-05,52.5701
870,0.0001305,8.24858e-05,0.0778453,0.00706583,2.90301e-05,52.3158
880,0.000132,8.21347e-05,0.07733,0.00705618,2.79016e-05,52.068
890,0.0001335,8.1786e-05,0.076825,0.00704808,2.76199e-05,51.824
900,0.000135,8.14443e-05,0.076332,0.00704181,2.6781e-05,51.5846
