0,0,0.0399764,57.02,37.5368,7.51753,121058
10,3e-08,0.00314809,7.05448,1.70367,0.225819,11071.1
20,6e-08,0.00230627,4.96768,0.90398,0.0475542,8405.08
30,9e-08,0.00172631,4.34598,0.639875,0.0219495,6217.17
40,1.2e-07,0.00134088,4.06474,0.500619,0.013521,4759.48
50,1.5e-07,0.00108264,3.87257,0.410958,0.0121827,3819.82
60,1.8e-07,0.000911214,3.66452,0.348248,0.00919132,3204.85
70,2.1e-07,0.000800904,3.43677,0.30399,0.00680512,2802.38
80,2.4e-07,0.000720626,3.1929,0.273414,0.0051973,2512.54
90,2.7e-07,0.00066706,2.95116,0.249248,0.00455038,2309.71
100,3e-07,0.000621915,2.73184,0.229269,0.00383437,2152.98
110,3.3e-07,0.000579775,2.54351,0.21346,0.00316002,2026.19
120,3.6e-07,0.000545246,2.38006,0.200641,0.00315387,1922.48
130,3.9e-07,0.000516291,2.23831,0.19061,0.00343834,1835.99
140,4.2e-07,0.000492034,2.11307,0.181867,0.00237271,1761.73
150,4.5e-07,0.000471745,2.0025,0.173584,0.00209905,1696.43
160,4.8e-07,0.000454571,1.90404,0.166062,0.00195192,1638.76
170,5.1e-07,0.000439589,1.81598,0.15885,0.00182233,1586.94
180,5.4e-07,0.000426497,1.7365,0.152598,0.00205601,1539.13
190,5.7e-07,0.000417629,1.66582,0.146698,0.00244618,1497.27
200,6e-07,0.000412761,1.60229,0.141286,0.00261921,1462.07
210,6.3e-07,0.000415127,1.54858,0.136325,0.00277663,1438.31
220,6.6e-07,0.000434024,1.51971,0.131839,0.0025319,1437.27
230,6.9e-07,0.000449733,1.49875,0.128347,0.0027233,1434.13
240,7.2e-07,0.00045337,1.47265,0.124644,0.00244408,1417.25
250,7.5e-07,0.000450796,1.43752,0.121184,0.00233062,1393.63
260,7.8e-07,0.000443573,1.3867,0.11612,0.00258846,1359.78
270,8.1e-07,0.000430837,1.33204,0.112896,0.00274091,1316.93
280,8.4e-07,0.000413918,1.27547,0.108283,0.00329289,1271.87
290,8.7e-07,0.000397688,1.21711,0.104939,0.00332133,1230.92
300,9e-07,0.000379317,1.15781,0.10158,0.00262095,1187.1
310,9.3e-07,0.000365799,1.0996,0.0985076,0.00208758,1155.27
320,9.6e-07,0.000355025,1.04414,0.0950458,0.00193467,1123.9
330,9.9e-07,0.000344128,0.991451,0.0922384,0.00195618,1093.79
340,1.02e-06,0.000334136,0.941988,0.0895272,0.00196642,1065.81
350,1.05e-06,0.00032543,0.896748,0.0868564,0.00151322,1040.67
360,1.08e-06,0.00031323,0.856033,0.0845723,0.00119939,1011.93
370,1.11e-06,0.000299612,0.819769,0.0824172,0.0010842,984.299
380,1.14e-06,0.000288759,0.785681,0.0803477,0.000809045,959.502
390,1.17e-06,0.000279306,0.753705,0.0782659,0.000738583,936.857
400,1.2e-06,0.000270423,0.724127,0.0762231,0.00069044,914.256
410,1.23e-06,0.00026262,0.695996,0.0743778,0.000777605,893.99
420,1.26e-06,0.000255406,0.669664,0.0725632,0.00101796,874.251
430,1.29e-06,0.000250479,0.644774,0.0708597,0.0011247,856.498
440,1.32e-06,0.000245451,0.621405,0.0692377,0.00114304,838.61
450,1.35e-06,0.000240181,0.599276,0.0680734,0.00129815,819.878
460,1.38e-06,0.000233398,0.578029,0.0672947,0.00186506,799.625
470,1.41e-06,0.000227485,0.558158,0.0663437,0.00181835,780.836
480,1.44e-06,0.000225455,0.540553,0.0653856,0.00160647,767.917
490,1.47e-06,0.000223712,0.523364,0.0644072,0.00142821,755.511
500,1.5e-06,0.000222048,0.507803,0.063422,0.00129918,744.176
510,1.53e-06,0.000220493,0.493629,0.0626047,0.00130842,733.808
520,1.56e-06,0.000218484,0.480362,0.0614615,0.00135287,723.148
530,1.59e-06,0.000216993,0.467395,0.0605736,0.00124798,714.867
540,1.62e-06,0.00021629,0.454491,0.0600763,0.00111094,710.481
550,1.65e-06,0.000215778,0.442009,0.0597003,0.00121179,706.073
560,1.68e-06,0.000215223,0.430067,0.0592942,0.00148808,701.35
570,1.71e-06,0.000212524,0.417846,0.0592823,0.00164076,692.236
580,1.74e-06,0.000210338,0.406843,0.0589924,0.00168161,682.761
590,1.77e-06,0.000208055,0.396729,0.0588247,0.00155537,672.736
600,1.8e-06,0.00020719,0.386612,0.0593503,0.0012202,667.29
610,1.83e-06,0.000207469,0.376996,0.0594311,0.00112802,664.495
620,1.86e-06,0.000210254,0.368071,0.0588258,0.00161966,667.379
630,1.89e-06,0.000219599,0.362227,0.0579956,0.00144534,685.757
640,1.92e-06,0.000226049,0.358702,0.0573087,0.00149748,697.128
650,1.95e-06,0.000229201,0.357051,0.056551,0.00127722,698.368
660,1.98e-06,0.000230063,0.355783,0.0557854,0.00133635,692.002
670,2.01e-06,0.000230536,0.354217,0.0548694,0.0014232,686.953
680,2.04e-06,0.000229953,0.351131,0.0540117,0.00186109,682.106
690,2.07e-06,0.000229109,0.347456,0.0533106,0.00129942,677.897
700,2.1e-06,0.000227949,0.343605,0.0534201,0.00170625,673.089
710,2.13e-06,0.000227045,0.339934,0.0534323,0.00161965,669.029
720,2.16e-06,0.000226353,0.336358,0.0534987,0.00194234,665.504
730,2.19e-06,0.000228936,0.333628,0.0538455,0.0017203,670.724
