2,1.65479,0.381836
3,1.65479,0.381836
4,1.65479,0.381836
5,1.65479,0.381836
6,1.65479,0.381836
7,1.65479,0.381836
8,1.65479,0.381836
9,1.65479,0.381836
10,1.65479,0.381836
11,1.65479,0.381836
12,1.65479,0.381836
13,1.65177,0.381836
14,1.64483,0.383789
15,1.63792,0.385742
16,1.63105,0.387695
17,1.6242,0.389648
18,1.61477,0.391602
19,1.60054,0.397461
20,1.58643,0.401367
21,1.57244,0.405273
22,1.55857,0.40918
23,1.54484,0.415039
24,1.53123,0.418945
25,1.51772,0.424805
26,1.50435,0.428711
27,1.4911,0.432617
28,1.47794,0.438477
29,1.46491,0.444336
30,1.45199,0.448242
31,1.43918,0.454102
32,1.42651,0.459961
33,1.41394,0.463867
34,1.40149,0.469727
35,1.38914,0.475586
36,1.37689,0.481445
37,1.36474,0.487305
38,1.3527,0.493164
39,1.34077,0.499023
40,1.32895,0.504883
41,1.31723,0.512695
42,1.30562,0.518555
43,1.29411,0.526367
44,1.2827,0.532227
45,1.27141,0.540039
46,1.2602,0.545898
47,1.24909,0.553711
48,1.23807,0.561523
49,1.22717,0.569336
50,1.21633,0.577148
51,1.20558,0.584961
52,1.19494,0.594727
53,1.18441,0.602539
54,1.17398,0.612305
55,1.16364,0.62207
56,1.15339,0.631836
57,1.14324,0.641602
58,1.13315,0.65332
59,1.12316,0.663086
60,1.11324,0.674805
61,1.1034,0.688477
62,1.09366,0.700195
63,1.08403,0.713867
64,1.07448,0.729492
65,1.06503,0.745117
66,1.05564,0.762695
67,1.0463,0.782227
68,1.03711,0.803711
69,1.028,0.827148
70,1.01891,0.856445
71,1.00989,0.895508
72,1.00301,0.94043
73,1,1.00076
74,1.00215,1.05212
75,1.00517,1.08082
76,1.009,1.1065
77,1.01365,1.13218
78,1.01913,1.15786
79,1.02577,1.18354
80,1.03328,1.20922
81,1.0417,1.2349
82,1.05104,1.26209
83,1.06148,1.28777
84,1.07314,1.31647
85,1.08594,1.34367
86,1.09994,1.37237
87,1.1152,1.40107
88,1.1318,1.42977
89,1.14987,1.45998
90,1.16949,1.4902
91,1.19085,1.52192
92,1.21404,1.55364
93,1.2392,1.58688
94,1.26642,1.62011
95,1.294,1.65183
96,1.3215,1.68204
97,1.34957,1.71226
98,1.37824,1.74247
99,1.40752,1.77117
100,1.43743,1.79836
101,1.46796,1.82555
102,1.49846,1.85275
103,1.52959,1.87843
104,1.56136,1.90562
105,1.59379,1.92979
106,1.6269,1.95547
107,1.66069,1.98115
108,1.69519,2.00532
109,1.7304,2.02949
110,1.7659,2.05366
111,1.80006,2.07632
112,1.83488,2.09898
113,1.87038,2.12012
114,1.90656,2.14278
115,1.94344,2.16544
116,1.97959,2.18508
117,2.01542,2.20623
118,2.0519,2.22587
119,2.08904,2.24551
120,2.12685,2.26665
121,2.164,2.28478
122,2.20051,2.30442
123,2.23762,2.32255
124,2.27537,2.34068
125,2.31375,2.3588
126,2.3509,2.37542
127,2.38774,2.39355
128,2.42517,2.41016
129,2.46318,2.42678
130,2.50179,2.4434
131,2.5381,2.4585
132,2.57484,2.47512
133,2.61212,2.49023
134,2.64993,2.50533
135,2.68738,2.52044
136,2.72314,2.53403
137,2.7594,2.54914
138,2.79614,2.56274
139,2.83335,2.57633
140,2.86909,2.58993
141,2.90395,2.60352
142,2.93923,2.61561
143,2.97495,2.6292
144,3.0111,2.64129
145,3.04479,2.65337
146,3.07833,2.66395
147,3.11224,2.67603
148,3.14652,2.68812
149,3.18117,2.69869
150,3.21264,2.70927
151,3.24435,2.71984
152,3.27637,2.73042
153,3.3087,2.74099
154,3.34135,2.75156
155,3.37072,2.76063
156,3.40022,2.76969
157,3.42997,2.77876
158,3.45999,2.78782
159,3.49026,2.79688
160,3.51782,2.80595
161,3.54468,2.8135
162,3.57175,2.82105
163,3.59902,2.82861
164,3.6265,2.83767
165,3.65282,2.84522
166,3.67667,2.85126
167,3.70066,2.85882
168,3.72481,2.86486
169,3.74912,2.87241
170,3.77358,2.87846
171,3.79557,2.8845
172,3.81615,2.89054
173,3.83685,2.89658
174,3.85765,2.90263
175,3.87857,2.90716
176,3.89961,2.9132
177,3.91814,2.91773
178,3.93512,2.92226
179,3.95216,2.9268
180,3.96927,2.93284
181,3.98647,2.93737
182,4.00372,2.9419
183,4.02018,2.94492
184,4.03318,2.94946
185,4.04623,2.95248
186,4.05931,2.9555
187,4.07245,2.95852
188,4.08561,2.96305
189,4.09882,2.96607
190,4.11061,2.96909
191,4.11943,2.9706
192,4.12827,2.97363
193,4.13714,2.97514
194,4.14602,2.97816
195,4.15492,2.97967
196,4.16384,2.98269
197,4.17278,2.9842
198,4.17759,2.98571
199,4.18202,2.98722
200,4.18645,2.98873
201,4.19088,2.98873
202,4.19532,2.99024
203,4.19976,2.99175
204,4.20421,2.99175
205,4.20866,2.99326
206,4.21129,2.99477
207,4.21356,2.99477
208,4.21584,2.99477
