-0.201,1.0017,0
-0.10044,1.0017,0
0.00011339,1.0017,0
0.10067,1.0017,0
0.20123,1.0068,0
0.30155,1.0152,0
0.40154,1.027,0
0.50108,1.0421,0
0.60006,1.0606,0
0.69835,1.0824,0
0.79586,1.1075,0
0.89248,1.1358,0
0.98809,1.1674,0
1.0826,1.2021,0
1.1759,1.24,0
1.2678,1.2811,0
1.3583,1.3251,0
1.4473,1.3722,0
1.5347,1.4223,0
1.6203,1.4752,0
1.7041,1.531,0
1.786,1.5896,0
1.8659,1.6509,0
1.442,1.3256,0
3.0077,2.4455,0
4.0826,3.1612,0
5.2895,3.9074,0
6.6886,4.7089,0
8.3377,5.5814,0
10.302,6.5376,0
12.658,7.5884,0
15.501,8.744,0
18.952,10.013,0
23.158,11.402,0
28.313,12.913,0
34.658,14.545,0
42.511,16.286,0
52.278,18.11,0
64.495,19.969,0
79.866,21.783,0
99.327,23.42,0
124.13,24.67,0
155.99,25.204,0
